"Order ID "," Order Item ID "," Order YearMonth "," Order Year "," Order Month "," Order Day ","Order Time","Order Quantity","Product Department","Product Category","Product Name"," Customer ID ","Customer Market","Customer Region","Customer Country","Warehouse Country","Shipment Year","Shipment Month","Shipment Day","Shipment Mode"," Shipment Days - Scheduled "," Gross Sales "," Discount % "," Profit "
39351,98242,201607,2016,7,28,"10:03",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",344,"North America","West of USA","USA","Puerto Rico",2016,7,30,"Standard Class",4,60,"0.07",147
39861,99441,201608,2016,8,4,"20:44",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",2911,"North America","South of  USA","USA","Puerto Rico",2016,8,6,"Standard Class",4,60,"0.03",147
39911,99565,201608,2016,8,5,"14:15",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",11426,"North America","West of USA","USA","Puerto Rico",2016,8,7,"Standard Class",4,60,"  -  ",147
41301,103110,201608,2016,8,25,"21:13",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",3780,"Europe","Eastern Europe","Poland","Puerto Rico",2016,8,27,"Standard Class",4,60,"0.05",147
43256,108060,201609,2016,9,23,"10:09",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",6887,"Europe","Eastern Europe","Romania","Puerto Rico",2016,9,25,"Standard Class",4,60,"0.12",147
55931,139847,201703,2017,3,27,"10:46",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",4348,"LATAM","Central America","Panama","Puerto Rico",2017,3,29,"Standard Class",4,60,"  -  ",147
57346,143441,201704,2017,4,17,"02:30",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",390,"LATAM","Central America","Panama","Puerto Rico",2017,4,19,"Standard Class",4,60,"0.06",147
57988,145089,201704,2017,4,26,"11:25",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",10391,"LATAM","South America","Brazil","Puerto Rico",2017,4,30,"Standard Class",4,60,"0.16",147
61308,153373,201706,2017,6,13,"22:34",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",4056,"LATAM","South America","Brazil","Puerto Rico",2017,6,17,"Standard Class",4,60,"0.17",147
65231,163022,201708,2017,8,10,"04:58",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",9257,"Europe","Northern Europe","Sweden","Puerto Rico",2017,8,12,"Standard Class",4,60,"0.02",147
67656,169148,201709,2017,9,14,"14:33",1,"Apparel","Cleats","Perfect Fitness Perfect Rip Deck",11889,"Europe","Western Europe","Germany","Puerto Rico",2017,9,16,"Standard Class",4,60,"0.05",147
59621,149221,201705,2017,5,20,"07:32",1,"Outdoors","Men's Golf Clubs","Merrell Women's Grassbow Sport Waterproof Hik",10906,"LATAM","Central America","Mexico","Puerto Rico",2017,5,22,"Standard Class",4,130,"0.17",60
63841,159580,201707,2017,7,20,"21:59",1,"Outdoors","Men's Golf Clubs","Merrell Women's Grassbow Sport Waterproof Hik",3625,"Europe","Northern Europe","United Kingdom","Puerto Rico",2017,7,22,"Standard Class",4,130,"0.17",60
13045,32626,201507,2015,7,10,"09:53",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",10721,"Europe","Northern Europe","United Kingdom","Puerto Rico",2015,7,10,"Same Day",3,130,"0.13",65
13045,32625,201507,2015,7,10,"09:53",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",10721,"Europe","Northern Europe","United Kingdom","Puerto Rico",2015,7,10,"Same Day",3,130,"0.15",65
21545,53863,201511,2015,11,11,"11:49",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",385,"Pacific Asia","Eastern Asia","China","Puerto Rico",2015,11,17,"Second Class",2,130,"  -  ",65
29295,73296,201603,2016,3,3,"14:59",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4080,"Pacific Asia","Eastern Asia","China","Puerto Rico",2016,3,9,"Second Class",2,130,"0.05",65
31891,79693,201604,2016,4,10,"12:29",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",11504,"North America","West of USA","USA","Puerto Rico",2016,4,11,"Same Day",3,130,"0.17",65
33075,82686,201604,2016,4,27,"19:17",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5120,"North America","West of USA","USA","Puerto Rico",2016,5,3,"Second Class",2,130,"0.18",65
45093,112605,201610,2016,10,20,"05:44",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5284,"Africa","West Africa","Nigeria","Puerto Rico",2016,10,24,"Second Class",2,130,"0.18",65
63918,159785,201707,2017,7,22,"00:58",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",6883,"Europe","Western Europe","France","Puerto Rico",2017,7,26,"Second Class",2,130,"0.05",65
67313,168243,201709,2017,9,9,"14:23",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",7317,"Europe","Northern Europe","United Kingdom","Puerto Rico",2017,9,13,"Second Class",2,130,"0.05",65
856,2131,201501,2015,1,13,"11:32",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",9876,"LATAM","Central America","Mexico","Puerto Rico",2015,1,15,"Second Class",2,130,"0.01",65
2593,6499,201502,2015,2,7,"20:05",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",9125,"LATAM","Caribbean","Haiti","Puerto Rico",2015,2,9,"First Class",1,130,"0.12",65
4936,12350,201503,2015,3,14,"00:57",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",3429,"LATAM","Caribbean","Cuba","Puerto Rico",2015,3,16,"First Class",1,130,"0.2",65
7935,19829,201504,2015,4,26,"19:38",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",9992,"LATAM","Central America","Mexico","Puerto Rico",2015,4,28,"First Class",1,130,"  -  ",65
15963,39887,201508,2015,8,22,"00:11",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",1373,"Europe","Northern Europe","United Kingdom","Puerto Rico",2015,8,24,"First Class",1,130,"0.18",65
19331,48336,201510,2015,10,10,"04:09",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4562,"Europe","Western Europe","Germany","Puerto Rico",2015,10,12,"Second Class",2,130,"0.01",65
25946,64951,201601,2016,1,14,"17:41",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4372,"Pacific Asia","Eastern Asia","China","Puerto Rico",2016,1,16,"Second Class",2,130,"0.25",65
25946,64947,201601,2016,1,14,"17:41",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4372,"Pacific Asia","Eastern Asia","China","Puerto Rico",2016,1,16,"Second Class",2,130,"  -  ",65
31318,78285,201604,2016,4,2,"03:44",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",94,"North America","US Center","USA","Puerto Rico",2016,4,4,"First Class",1,130,"0.02",65
31318,78287,201604,2016,4,2,"03:44",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",94,"North America","US Center","USA","Puerto Rico",2016,4,4,"First Class",1,130,"0.01",65
35038,87516,201605,2016,5,26,"11:01",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",11612,"North America","East of USA","USA","Puerto Rico",2016,5,28,"First Class",1,130,"0.03",65
35355,88314,201605,2016,5,31,"02:04",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5053,"North America","West of USA","USA","Puerto Rico",2016,6,2,"First Class",1,130,"0.2",65
45091,112602,201610,2016,10,20,"05:02",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5264,"Europe","Eastern Europe","Belarus","Puerto Rico",2016,10,22,"Second Class",2,130,"0.2",65
45368,113361,201610,2016,10,24,"06:04",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",1577,"Africa","West Africa","Senegal","Puerto Rico",2016,10,26,"First Class",1,130,"0.18",65
51028,127533,201701,2017,1,14,"21:01",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5264,"Europe","Southern Europe","Albania","Puerto Rico",2017,1,16,"First Class",1,130,"0.2",65
51301,128208,201701,2017,1,18,"20:40",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8625,"LATAM","South America","Brazil","Puerto Rico",2017,1,20,"Second Class",2,130,"0.04",65
59653,149291,201705,2017,5,20,"18:45",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8910,"LATAM","Caribbean","Cuba","Puerto Rico",2017,5,22,"First Class",1,130,"0.03",65
61366,153510,201706,2017,6,14,"18:53",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",94,"LATAM","South America","Brazil","Puerto Rico",2017,6,16,"Second Class",2,130,"0.04",65
63366,158423,201707,2017,7,13,"23:34",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5542,"Europe","Western Europe","Germany","Puerto Rico",2017,7,15,"First Class",1,130,"0.07",65
1566,3909,201501,2015,1,23,"20:17",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8378,"LATAM","Central America","Mexico","Puerto Rico",2015,1,25,"Standard Class",4,130,"0.04",65
1566,3908,201501,2015,1,23,"20:17",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8378,"LATAM","Central America","Mexico","Puerto Rico",2015,1,25,"Standard Class",4,130,"0.05",65
11813,29543,201506,2015,6,22,"10:16",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",10986,"Europe","Western Europe","Germany","Puerto Rico",2015,6,26,"Standard Class",4,130,"0.15",65
13275,33208,201507,2015,7,13,"18:28",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",542,"Europe","Western Europe","Germany","Puerto Rico",2015,7,19,"Standard Class",4,130,"0.01",65
13831,34650,201507,2015,7,21,"21:15",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",3284,"Europe","Northern Europe","Sweden","Puerto Rico",2015,7,23,"Standard Class",4,130,"0.15",65
25991,65052,201601,2016,1,15,"09:27",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4987,"Pacific Asia","South Asia","Bangladesh","Puerto Rico",2016,1,17,"Standard Class",4,130,"0.01",65
33971,84772,201605,2016,5,10,"21:12",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8617,"North America","West of USA","USA","Puerto Rico",2016,5,12,"Standard Class",4,130,"0.03",65
35566,88816,201606,2016,6,3,"04:00",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",637,"North America","West of USA","USA","Puerto Rico",2016,6,5,"Standard Class",4,130,"  -  ",65
43376,108354,201609,2016,9,25,"04:11",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",11266,"Pacific Asia","Central Asia","Uzbekistan","Puerto Rico",2016,9,27,"Standard Class",4,130,"  -  ",65
49038,122614,201612,2016,12,16,"19:50",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5264,"Africa","West Africa","Nigeria","Puerto Rico",2016,12,20,"Standard Class",4,130,"0.17",65
51385,128401,201701,2017,1,20,"02:06",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",752,"LATAM","Central America","Mexico","Puerto Rico",2017,1,26,"Standard Class",4,130,"0.18",65
61275,153281,201706,2017,6,13,"11:00",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",2609,"LATAM","Central America","Mexico","Puerto Rico",2017,6,19,"Standard Class",4,130,"  -  ",65
67878,169703,201709,2017,9,17,"20:20",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5513,"Europe","Western Europe","France","Puerto Rico",2017,9,21,"Standard Class",4,130,"0.01",65
593,1455,201501,2015,1,9,"15:24",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",6667,"LATAM","South America","Per�","Puerto Rico",2015,1,13,"Standard Class",4,130,"0.05",65
973,2421,201501,2015,1,15,"04:32",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5118,"LATAM","Caribbean","Cuba","Puerto Rico",2015,1,19,"Standard Class",4,130,"0.03",65
2763,6931,201502,2015,2,10,"07:39",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",2903,"LATAM","South America","Brazil","Puerto Rico",2015,2,14,"Standard Class",4,130,"  -  ",65
6101,15246,201503,2015,3,31,"01:06",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4385,"LATAM","Caribbean","Dominican�Republic","Puerto Rico",2015,4,2,"Standard Class",4,130,"0.18",65
6505,16268,201504,2015,4,5,"22:38",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5120,"LATAM","Caribbean","Dominican�Republic","Puerto Rico",2015,4,11,"Standard Class",4,130,"0.01",65
7958,19886,201504,2015,4,27,"03:41",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4560,"LATAM","Central America","Honduras","Puerto Rico",2015,5,1,"Standard Class",4,130,"0.15",65
13646,34190,201507,2015,7,19,"04:27",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5243,"Europe","Western Europe","France","Puerto Rico",2015,7,21,"Standard Class",4,130,"0.25",65
13646,34189,201507,2015,7,19,"04:27",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5243,"Europe","Western Europe","France","Puerto Rico",2015,7,21,"Standard Class",4,130,"  -  ",65
15016,37597,201508,2015,8,8,"04:25",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8591,"Europe","Northern Europe","United Kingdom","Puerto Rico",2015,8,10,"Standard Class",4,130,"0.17",65
17081,42721,201509,2015,9,7,"07:53",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",7898,"Europe","Western Europe","France","Puerto Rico",2015,9,9,"Standard Class",4,130,"0.2",65
17206,43036,201509,2015,9,9,"03:40",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",2848,"Europe","Northern Europe","United Kingdom","Puerto Rico",2015,9,11,"Standard Class",4,130,"0.12",65
19236,48069,201510,2015,10,8,"18:52",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",330,"Europe","Western Europe","France","Puerto Rico",2015,10,10,"Standard Class",4,130,"0.03",65
21011,52503,201511,2015,11,3,"16:44",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",2607,"Pacific Asia","South Asia","India","Puerto Rico",2015,11,5,"Standard Class",4,130,"0.1",65
21023,52538,201511,2015,11,3,"20:56",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8666,"Pacific Asia","Eastern Asia","Hong Kong","Puerto Rico",2015,11,7,"Standard Class",4,130,"  -  ",65
21023,52539,201511,2015,11,3,"20:56",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8666,"Pacific Asia","Eastern Asia","Hong Kong","Puerto Rico",2015,11,7,"Standard Class",4,130,"0.25",65
27596,69085,201602,2016,2,7,"19:45",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",10153,"Pacific Asia","Southeast Asia","Indonesia","Puerto Rico",2016,2,9,"Standard Class",4,130,"0.02",65
27653,69226,201602,2016,2,8,"15:43",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4867,"Pacific Asia","Eastern Asia","China","Puerto Rico",2016,2,12,"Standard Class",4,130,"0.2",65
29003,72575,201602,2016,2,28,"08:41",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8550,"Pacific Asia","Eastern Asia","Japan","Puerto Rico",2016,3,3,"Standard Class",4,130,"0.04",65
35898,89656,201606,2016,6,8,"00:19",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",10679,"North America","East of USA","USA","Puerto Rico",2016,6,12,"Standard Class",4,130,"0.2",65
35911,89685,201606,2016,6,8,"04:52",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4105,"North America","US Center","USA","Puerto Rico",2016,6,10,"Standard Class",4,130,"0.15",65
39911,99569,201608,2016,8,5,"14:15",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",11426,"North America","West of USA","USA","Puerto Rico",2016,8,7,"Standard Class",4,130,"0.03",65
41226,102900,201608,2016,8,24,"18:57",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",7774,"North America","West of USA","USA","Puerto Rico",2016,8,26,"Standard Class",4,130,"0.04",65
41301,103109,201608,2016,8,25,"21:13",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",3780,"Europe","Eastern Europe","Poland","Puerto Rico",2016,8,27,"Standard Class",4,130,"0.12",65
41508,103608,201608,2016,8,28,"21:45",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",11555,"Pacific Asia","West Asia","Iraq","Puerto Rico",2016,9,1,"Standard Class",4,130,"0.06",65
45536,113793,201610,2016,10,26,"16:56",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5562,"Pacific Asia","West Asia","Turkey","Puerto Rico",2016,10,28,"Standard Class",4,130,"0.25",65
47265,118166,201611,2016,11,20,"22:41",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",9876,"Africa","Southern Africa","South Africa","Puerto Rico",2016,11,26,"Standard Class",4,130,"0.15",65
49858,124666,201612,2016,12,28,"19:07",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8546,"Africa","North Africa","Algeria�","Puerto Rico",2017,1,1,"Standard Class",4,130,"0.01",65
51053,127597,201701,2017,1,15,"05:47",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",348,"Europe","Eastern Europe","Belarus","Puerto Rico",2017,1,19,"Standard Class",4,130,"0.07",65
51611,128972,201701,2017,1,23,"09:16",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5633,"LATAM","Central America","Honduras","Puerto Rico",2017,1,25,"Standard Class",4,130,"0.17",65
55043,137659,201703,2017,3,14,"11:39",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",3918,"LATAM","Central America","Mexico","Puerto Rico",2017,3,18,"Standard Class",4,130,"0.16",65
57346,143437,201704,2017,4,17,"02:30",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",390,"LATAM","Central America","Panama","Puerto Rico",2017,4,19,"Standard Class",4,130,"0.01",65
59256,148312,201705,2017,5,14,"23:39",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4188,"LATAM","South America","Brazil","Puerto Rico",2017,5,16,"Standard Class",4,130,"0.07",65
61308,153376,201706,2017,6,13,"22:34",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4056,"LATAM","South America","Brazil","Puerto Rico",2017,6,17,"Standard Class",4,130,"0.06",65
65803,164456,201708,2017,8,18,"13:22",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8796,"Europe","Western Europe","France","Puerto Rico",2017,8,22,"Standard Class",4,130,"0.02",65
1391,3439,201501,2015,1,21,"06:58",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5994,"LATAM","Central America","Nicaragua","Puerto Rico",2015,1,23,"Standard Class",4,130,"0.16",65
1391,3440,201501,2015,1,21,"06:58",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5994,"LATAM","Central America","Nicaragua","Puerto Rico",2015,1,23,"Standard Class",4,130,"0.15",65
7923,19799,201504,2015,4,26,"15:25",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",2244,"LATAM","Central America","Mexico","Puerto Rico",2015,4,30,"Standard Class",4,130,"0.01",65
15306,38278,201508,2015,8,12,"10:01",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",2447,"Europe","Western Europe","Germany","Puerto Rico",2015,8,14,"Standard Class",4,130,"0.18",65
17506,43760,201509,2015,9,13,"12:46",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",9876,"Europe","Western Europe","France","Puerto Rico",2015,9,15,"Standard Class",4,130,"0.12",65
19035,47581,201510,2015,10,5,"20:27",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",10679,"Europe","Western Europe","Germany","Puerto Rico",2015,10,11,"Standard Class",4,130,"  -  ",65
21348,53383,201511,2015,11,8,"14:48",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",10658,"Pacific Asia","Southeast Asia","Indonesia","Puerto Rico",2015,11,12,"Standard Class",4,130,"0.13",65
21833,54598,201511,2015,11,15,"16:43",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",12088,"Pacific Asia","Oceania","Australia","Puerto Rico",2015,11,19,"Standard Class",4,130,"0.25",65
23808,59575,201512,2015,12,14,"12:39",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",9125,"Pacific Asia","Oceania","Australia","Puerto Rico",2015,12,18,"Standard Class",4,130,"0.1",65
25215,63194,201601,2016,1,4,"01:35",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",11627,"Pacific Asia","Eastern Asia","China","Puerto Rico",2016,1,10,"Standard Class",4,130,"0.02",65
25988,65042,201601,2016,1,15,"08:24",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",3296,"Pacific Asia","Southeast Asia","Philippines","Puerto Rico",2016,1,19,"Standard Class",4,130,"0.03",65
27031,67712,201601,2016,1,30,"13:48",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",6781,"Pacific Asia","Oceania","Australia","Puerto Rico",2016,2,1,"Standard Class",4,130,"0.18",65
27553,68968,201602,2016,2,7,"04:41",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",4560,"Pacific Asia","South Asia","India","Puerto Rico",2016,2,11,"Standard Class",4,130,"0.02",65
27568,69015,201602,2016,2,7,"09:56",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",1011,"Pacific Asia","Southeast Asia","Indonesia","Puerto Rico",2016,2,11,"Standard Class",4,130,"0.18",65
29035,72651,201602,2016,2,28,"19:54",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8370,"Pacific Asia","Oceania","Australia","Puerto Rico",2016,3,5,"Standard Class",4,130,"0.09",65
29035,72650,201602,2016,2,28,"19:54",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8370,"Pacific Asia","Oceania","Australia","Puerto Rico",2016,3,5,"Standard Class",4,130,"0.1",65
29035,72648,201602,2016,2,28,"19:54",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8370,"Pacific Asia","Oceania","Australia","Puerto Rico",2016,3,5,"Standard Class",4,130,"0.12",65
29886,74775,201603,2016,3,12,"06:02",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",7339,"Pacific Asia","Oceania","Australia","Puerto Rico",2016,3,14,"Standard Class",4,130,"0.07",65
31606,78980,201604,2016,4,6,"08:38",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",1883,"North America","West of USA","USA","Puerto Rico",2016,4,8,"Standard Class",4,130,"0.15",65
37546,93707,201607,2016,7,2,"01:41",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",9574,"North America","US Center","USA","Puerto Rico",2016,7,4,"Standard Class",4,130,"0.09",65
37546,93705,201607,2016,7,2,"01:41",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",9574,"North America","US Center","USA","Puerto Rico",2016,7,4,"Standard Class",4,130,"0.1",65
39351,98244,201607,2016,7,28,"10:03",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",344,"North America","West of USA","USA","Puerto Rico",2016,7,30,"Standard Class",4,130,"0.09",65
41358,103239,201608,2016,8,26,"17:11",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",8803,"Pacific Asia","West Asia","Turkey","Puerto Rico",2016,8,30,"Standard Class",4,130,"0.13",65
41573,103769,201608,2016,8,29,"20:31",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",6840,"Africa","West Africa","Niger","Puerto Rico",2016,9,2,"Standard Class",4,130,"0.01",65
43976,109840,201610,2016,10,3,"22:24",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",1171,"Africa","Southern Africa","South Africa","Puerto Rico",2016,10,5,"Standard Class",4,130,"0.17",65
49575,123892,201612,2016,12,24,"15:58",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",5477,"Pacific Asia","West Asia","Iraq","Puerto Rico",2016,12,30,"Standard Class",4,130,"  -  ",65
55551,138940,201703,2017,3,21,"21:38",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",2793,"LATAM","Central America","Mexico","Puerto Rico",2017,3,23,"Standard Class",4,130,"0.01",65
57676,144277,201704,2017,4,21,"22:07",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",6799,"LATAM","Caribbean","Haiti","Puerto Rico",2017,4,23,"Standard Class",4,130,"0.18",65
65231,163023,201708,2017,8,10,"04:58",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",9257,"Europe","Northern Europe","Sweden","Puerto Rico",2017,8,12,"Standard Class",4,130,"0.04",65
5588,13936,201503,2015,3,23,"13:22",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",3252,"LATAM","South America","Argentina","Puerto Rico",2015,3,27,"Second Class",2,130,"0.1",65
5588,13937,201503,2015,3,23,"13:22",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",3252,"LATAM","South America","Argentina","Puerto Rico",2015,3,27,"Second Class",2,130,"0.09",65
6326,15829,201504,2015,4,3,"07:55",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",6636,"LATAM","Central America","El Salvador","Puerto Rico",2015,4,5,"Second Class",2,130,"0.18",65
19948,49862,201510,2015,10,19,"04:19",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",2914,"Europe","Western Europe","Germany","Puerto Rico",2015,10,19,"Same Day",3,130,"0.25",65
25283,63352,201601,2016,1,5,"01:24",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",6133,"Pacific Asia","South Asia","Pakistan","Puerto Rico",2016,1,5,"Same Day",3,130,"0.17",65
25665,64278,201601,2016,1,10,"15:14",1,"Apparel","Men's Footwear","Nike Men's CJ Elite 2 TD Football Cleat",11650,"Pacific Asia","Oceania","Australia","Puerto Rico",2016,1,16,"Second Class",2,130,"0.12",65
